tax_name	Z0002	Z0004	Z0005	Z0006	Z0007	Z0008	Z0009	Z0010	Z0011	Z0012	Z0013	Z0014	Z0015	Z0016	Z0017	Z0018	Z0019	Z0020	Z0021	Z0022	Z0023	Z0025	Z0026	Z0027	Z0029	Z0030	Z0031	Z0032	C0001	C0002	C0003	C0004	C0005	C0006	C0007	C0008	C0009	C0010	C0011	C0012	C0013	C0014	C0015	C0016	C0017	C0018	C0019	C0020	C0021	C0022	C0023	C0024	C0025	C0026	C0027	C0028	C0029	C0030	C0031	C0032	C0033	C0034	C0035	C0036	C0037	C0038	C0039	C0040	C0041	C0042	C0043	C0044	C0045	C0046	C0047	C0048	C0049	C0050	C0051	C0052	C0053	C0054	C0055	C0056	C0057	C0058	C0059	C0060	C0061	C0062	C0063	C0064	C0065	C0066	C0067
Clostridium XlVa	0.691798088761	3.58605911641	0.445235975067	1.98679401015	5.52596179715	0.535313417372	2.81707391756	1.73456578797	0.690441882806	0.647872526703	1.25150697514	11.2709972983	1.7548226509	1.11608440388	1.30959292949	0.689845474614	0.815085158152	1.22235157159	0.0449755846826	2.07638767035	2.36780258519	0.568623930089	2.9643461516	1.46492790257	1.03543002043	0.977394015711	2.20449424518	2.30992984658	3.788263149	1.30525253799	1.88445179584	4.5430071342	3.6831252148	1.83244256264	2.77046783626	2.06059735784	1.2753188297	0.28532298562	0.401699947604	0.632658877172	1.15539475988	0.740740740741	0.577374958039	1.3611867326	0.200571324379	0.668799069497	0.429692365176	0.882242522838	2.93119206163	7.21998101566	9.31085043987	1.16676847892	1.0509383378	0.171242987894	1.51633203476	1.17887645856	2.98312336582	1.33073101491	1.92736252485	0.886475705025	2.2081635136	0.34422403734	0.539303807812	0.161938798302	0.360181332671	0.808810875925	5.07952796306	6.08354035473	0.98210134821	0.359691361605	2.07208883926	1.03241563055	0.691602789464	2.07966161438	2.33580852137	1.06301621291	2.68410185823	0.759406282362	1.53097137494	1.64808821767	2.51584786053	1.40346440763	1.05731308215	0.307674102124	2.12955966202	10.3441658137	0.286726260752	1.50871359074	0.730143654281	0.571198172166	0.346046791544	0.0354609929078	2.15951626836	0.575300434672	1.39543204723
Bifidobacterium	0.146567391687	0.157559715132	2.38052834669	0.554179931612	0.0591875168147	0.299315029068	0.0306203686692	0.0228232340523	0.324207492795	0.0583668942976	1.24576611746	0.387642429226	0.161792159303	0.00581293960355	0.19353590091	0.00551876379691	0.328467153284	0.104772991851	47.1022873297	0.830555068141	0.0528789659225	2.011133058	0.0641885977709	0.126385936693	0.359230823414	0.0659591053547	0.0791669204068	0.00570353048537	0.00563729635267	0.0126111356327	0.0	0.0	0.779012487112	0.111057125009	0.124269005848	0.150775416427	0.21351491719	0.6448299475	1.39139547069	1.35651182673	0.151718503822	2.08482676224	0.0537092984222	0.0888938274349	1.45262262201	1.337598139	1.01507036991	6.0067576023	0.293772032902	19.3699572852	0.366568914955	0.0610873549176	0.0804289544237	0.0118098612341	0.329637398862	4.12606760496	0.035654860946	0.18925952212	0.0120460157802	0.227159399413	0.0851633311029	0.950991831972	0.00544751321022	4.14898369444	5.31577966838	2.60425629554	1.51644718089	0.491074007741	0.26150627615	0.725184196786	2.77932874248	0.122113676732	1.87309088813	0.0293737516156	2.93417922283	1.76659528908	0.0994111799342	0.0345184673801	0.0351947442515	0.0299652403213	0.0	0.139082058415	1.98036418562	0.473344772498	5.26894277667	1.4329580348	0.753359194918	3.26990578238	0.0771696545174	4.69726496874	0.0	24.4444444445	0.0287935502448	0.779851700332	3.51839704216
Phascolarctobacterium	0.756287741103	0.163862103737	0.201840308697	0.0	8.41000807103	0.356875611581	1.59838324453	3.35501540568	0.504322766571	0.0	1.96337332798	0.81639844943	0.168014934661	3.18549090275	2.71595380943	1.37417218543	0.480535279805	2.54947613505	0.0963762528913	5.98935485757	0.640423031727	0.041898605375	0.0	0.0114896306083	3.20490244418	0.677579900462	2.80129102977	1.05515313979	0.727211229494	2.850116653	4.46597353498	1.50087494952	0.286401649673	1.84632470327	1.81286549707	2.69241815048	2.48138957816	2.32252910294	0.890725970775	0.0341977771444	3.28528914045	3.28554360813	13.5146022155	3.87799322185	0.0182337567617	1.87263739459	0.765973346619	1.45163308722	9.11998955477	0.00593260560038	0.0	2.00977397679	0.0321715817694	0.0118098612341	2.48726400959	0.330807169494	3.96957451866	0.0	1.09016442811	0.0166214194693	0.00608309507877	5.98016336056	0.653701585226	1.46303328122	0.136620505496	0.252394883267	0.262242745567	0.427523253799	2.38261273826	0.574345883854	0.0	0.815941385435	0.138320557893	0.311361767125	0.180232138995	0.0382379932701	0.0076470138411	3.70498216546	0.480994838104	0.00599304806425	1.45932382461	1.29599190795	0.335654946715	0.00591680965623	0.810606581026	5.81499488229	0.652161691123	3.6455446764	0.0	0.275519118339	0.782366659144	0.0	14.1808234955	1.07389414472	5.11658417318
Alistipes	0.087940435012	1.05249889708	1.69189670525	0.33604527768	1.68953457089	0.253266563057	0.949231428745	0.576286659819	0.990634005764	0.379384812935	4.35157012457	1.96757899683	7.19975108898	1.06958088705	6.65118379459	1.47902869758	1.84306569343	2.82305005821	0.0	2.76656723402	0.475910693302	1.74777039564	0.0116706541401	1.28109381283	0.302880890329	1.97277687834	1.47372267218	0.228141219415	0.00563729635267	0.227000441389	0.46668241966	1.76335980617	2.49169435216	1.73526757826	2.55116959064	8.45778288339	2.76415257661	0.330974663319	0.0	0.64405813622	2.01318783917	0.483870967742	0.0	1.09450525029	1.2702850544	0.785111951149	0.510648897746	4.71780753347	0.731165948557	0.0533934504034	0.0183284457478	2.84056200367	0.139410187668	0.00590493061706	2.01378483668	2.17129796704	1.657951034	0.0591436006624	0.445702583871	3.11928638706	0.0	5.2333722287	0.702729204118	0.0111681929863	0.503011861144	3.37864968737	0.376261330597	0.294644404645	3.31822408183	0.24366189012	0.266765928408	1.03241563055	7.00247824332	1.05158030784	4.18859491025	1.28479657387	2.35528026306	1.62812104476	0.0293289535429	0.00599304806425	1.31405176968	1.40346440763	1.33422841319	1.97029761552	12.3033592086	0.198311156602	0.629673356946	0.0	0.433337290752	1.78079430146	0.0	0.0	8.89000863807	5.29276399897	0.172938159699
Fusobacterium	0.00586269566747	0.00630238860529	0.0	0.00589553118736	23.2176486414	0.0	0.0	0.0	0.0	0.0	0.0	0.0234934805592	0.00622277535781	0.0	0.0	0.0386313465783	0.0121654501216	0.011641443539	0.0	0.0	0.0	0.0	0.66522728599	0.0	0.0	0.0	0.0	0.325101237666	2.55933254412	0.00630556781638	0.00590737240076	5.84197065554	0.126016725857	0.0	0.0	0.0	0.0115413468751	0.0	0.0349304302265	0.0	0.0525179436307	0.00597371565114	39.3823430681	0.216678704373	0.00607791892057	0.0	0.0	0.225253410086	0.0	0.047460844803	0.0183284457478	0.0122174709835	3.30831099196	0.0118098612341	0.173808810308	0.0	0.0	0.0	0.0	0.0	0.0	2.81796966161	22.2204063845	0.0111681929863	0.180090666335	0.00573624734699	0.176728806796	0.0173320238027	0.0	0.0	0.769278491222	5.628330373	0.0	0.558101280695	0.0072092855598	0.0	0.0152940276821	0.0	18.0373064289	0.0	0.0198098256736	0.0126438234922	0.0	0.0591680965623	0.0	0.0	0.0112441670883	0.381796908677	0.0	0.0739197634567	14.3534190927	3.35697399527	0.0	0.0	0.149084620431
Parabacteroides	0.140704696019	0.54830780866	0.949836746809	2.23440632001	2.0123755717	0.679214873655	1.84334619388	1.55768572407	2.21541786744	0.554485495827	1.71651644756	5.00998472925	1.61169881767	1.65087484741	1.34184891298	0.695364238411	2.49391727494	1.641443539	0.289128758673	2.90694273849	0.364277320799	2.04704614833	4.80830950575	2.24047796864	0.415580756498	1.42711518858	1.15096522745	0.650202475333	0.332600484808	1.35569708053	0.732514177694	1.4133799973	1.62103333715	0.728812382868	0.402046783627	1.33543940264	0.744416873449	1.40949554897	0.0465739069686	0.809347392419	1.20207737643	0.94384707288	1.06075864384	0.955608644925	0.206649243299	0.761849374819	0.224187320961	2.73432611688	1.8083300692	0.00593260560038	0.403225806451	1.60659743434	1.39946380697	0.0295246530853	0.922984716811	1.90063755564	4.11219396245	1.47859001656	0.499909654882	0.825530500305	0.164243567127	1.94282380396	0.196110475568	1.03305785124	0.85077314786	0.625250960821	0.239439028562	3.56461956208	3.76569037657	1.34014039566	0.409454680812	2.13143872114	1.48118264077	2.49676888732	1.91766995891	1.56011012542	2.53880859525	1.80646645956	3.44321914594	0.0	1.67723190702	2.48451131622	10.8668288999	0.964439973965	1.93721233771	2.36693961105	0.331702929106	0.0	4.90917725276	0.194879376385	0.504024674641	0.0	0.187158076591	1.37432881616	3.99546782754
Romboutsia	0.0	0.00630238860529	0.189967349362	0.0	0.107613666935	0.0575605825131	0.0428685161369	0.136939404314	0.0720461095101	0.0583668942976	0.195189161261	0.0587337013979	0.0248911014313	0.00581293960355	0.019353590091	0.0	0.0121654501216	0.034924330617	1.06656386533	0.0935836696497	0.105757931845	0.08379721075	0.0	0.00574481530419	0.274705923787	0.0239851292199	0.0304488155411	0.0855529572806	21.4499126219	11.1986884419	3.1427221172	0.0	0.326497880628	0.0	0.409356725147	1.48621481907	0.0807894281263	0.0114129194248	0.0232869534844	0.3077799943	2.36330746338	0.310633213859	0.00671366230279	0.34446358131	0.729350270468	0.395463797616	5.9721011334	0.838443248655	1.43621882753	0.0	0.763685239491	0.0305436774588	0.0268096514746	5.82226158842	0.50344620917	0.87814266811	0.154504397433	0.916725810267	0.192736252485	0.57066873511	1.56335543525	0.0116686114352	0.397668464346	1.93768148314	0.00621002297708	0.309757356737	2.3145772761	4.52365821249	0.82519758252	0.789000406102	0.136484893604	0.127664298402	0.933663765777	0.199741510986	0.836277124937	0.168247170389	1.48352068518	1.63962720055	0.0351947442515	0.0	0.0924458531432	0.0252876469845	1.93001594361	3.7039228448	1.60060452016	2.36054247698	2.76044302019	0.264794630211	0.41552890894	10.6713258518	5.02520123373	8.44562647754	4.44140512525	6.8716440808	3.85234659192
Dialister	0.0	0.674355580766	1.65034134758	1.62127107652	0.0	0.978529902723	0.0	0.0228232340523	1.41090297791	8.58577015117	0.0	0.740044637614	4.61107654014	0.0	0.0	0.0331125827814	0.0851581508517	2.40977881257	0.0	0.157922442534	0.0	5.23134015683	0.110871214331	0.344688918251	0.0	0.0	0.255770050545	0.0	0.0	0.00630556781638	0.0	0.0	5.06930919922	0.0	0.0	0.0	3.54896416411	0.0057064597124	0.0	9.60957537759	0.0641885977708	0.0	0.0	0.0	4.9352701635	0.0	0.00622742558227	0.0312851958453	0.0	0.0	0.0733137829911	0.189370800245	0.434316353888	0.94478889873	0.0	0.00601467580898	0.0237699072974	1.30707357463	0.0	6.62640589506	0.0	0.0116686114352	0.272375660511	0.0	0.0	0.00573624734699	0.199532523801	0.745277023513	0.0	0.0	0.514920280415	0.0	2.16702207365	0.0	1.54999639536	3.41847659835	2.01881165405	0.0747900126568	0.0	0.0	0.00660327522451	0.0	0.31887219938	18.3776107923	0.0	0.00639713408393	0.663405858211	0.0	1.90549685386	2.52671191452	0.0	0.0	0.345522602937	14.0181539248	0.0
Fusicatenibacter	0.087940435012	0.453771979581	0.148411991689	0.913807334041	0.0	0.259022621309	0.336824055362	0.188291680931	0.258165225744	0.0992237203059	0.671680349044	0.763538118172	0.416925948973	0.133697610882	0.8580091607	0.0551876379691	0.243309002434	0.180442374855	0.0	0.152073463181	0.740305522914	0.0239420602143	0.0	0.0344688918251	0.0281749665423	0.0419739761348	0.487181048657	0.0285176524269	0.0394610744687	1.24219685983	1.34097353497	0.874949522142	0.59571543132	3.0887762893	1.19152046784	0.847214244687	0.657856771886	1.49509244465	7.12580776621	1.14562553434	2.53836727548	0.191158900837	0.0	0.611145063615	0.723272351547	0.587380052341	1.0897994769	1.22637967713	0.757279018149	2.51542477456	0.940860215052	0.232131948687	0.0	1.53528196044	0.131854959545	1.83447612174	0.00594247682434	0.934468890467	0.337288441848	0.0831070973461	1.06454163879	0.0	0.207005501989	1.15590797409	8.97969322486	1.21608443756	0.399065047603	1.50210872956	1.94676894468	2.98775889075	0.626589738818	0.0	1.61950319866	0.599224532957	0.641626414823	2.37075558275	0.634702148811	0.793924749741	0.0	1.43833153542	0.290544109878	2.20634719939	0.0419568683394	0.0	1.22277941884	0.0	6.98262776185	8.27021368311	0.0	1.720314495	0.0	10.768321513	3.20328246472	0.971618511889	0.351839704216
Streptococcus	0.193468957027	0.0819310518687	0.0	0.5129112133	0.0376647834275	0.00575605825131	0.0306203686692	0.0	0.036023054755	0.0408568260083	0.0	1.11594032656	0.0124455507156	0.197639946521	0.0129023933939	0.198675496688	0.00608272506083	0.0174621653086	3.70084811103	0.0175469380594	0.0293772032902	0.209493026875	0.192565793313	0.0	0.00704374163556	0.0599628230498	0.0913464466233	0.0399247133976	0.642651784205	2.45917144839	0.0177221172023	0.498048189528	0.406690342536	0.173526757826	0.0438596491228	0.0143595634692	0.155808182815	0.582058890664	1.58933457531	0.330578512397	0.227577755733	16.4874551971	0.0537092984222	0.0722262347908	0.0486233513645	0.186100610643	0.572923153568	1.64560130147	0.470035252645	29.5206454675	0.244379276637	0.024434941967	0.00536193029491	6.86152937702	0.125861552292	1.83447612174	0.035654860946	0.23657440265	0.162621213034	0.0166214194693	0.145994281891	0.700116686114	0.049027618892	1.13915568461	0.490591815189	0.0803074628578	1.59626019041	0.0924374602808	0.0348675034867	0.237860416546	3.93324647932	0.0166518650089	0.501412022361	0.258489014217	0.194650710114	0.229427959621	0.0076470138411	0.316419284318	0.0293289535429	0.23972192257	0.614104595879	0.543684410165	0.377611815054	0.928939116029	0.178608229717	2.59083930399	0.995108787317	0.258636615555	7.79413510626	0.624958000134	0.72970736478	0.283687943263	0.115174200979	0.473024801841	0.155048005248
